Kepler ID	KOI	T_dur (h)	Depth	SNR	t0 (days)	e_t0	Peiod (days)	e_period	d/R_star	e_(d/R_star)	R_p/R_Star	e_(R_p/R_Star)	b	e_b	Radius_plan	a (AU)	Teq (K)	chi	Teff	log(g)	s_Rad	Kepmag	f_Teff
8164012	2116.01	2.0993	207	30.9	66.17181	1.70E-03	1.2527398	9.60E-06	4.416948	0.7342	0.01312	3.00E-04	0.3282	0.297	1.25	0.023	1627	1.42	5983	4.54	0.87	14.69	1
4140813	2117.01	2.7107	771	19.6	64.81599	4.20E-03	13.3601103	1.50E-04	25.229675	11.65149	0.02825	1.30E-02	0.7803	0.532	1.86	0.097	473	1.03	4298	4.7	0.6	15.637	1
4055304	2119.01	1.0894	265	48.7	64.65188	4.80E-04	0.5710391	3.50E-06	3.225483	0.82536	0.01576	7.50E-04	0.6497	0.437	1.47	0.013	1798	1.31	5022	4.49	0.86	14.098	1
4857213	2120.01	2.1499	192	15.8	65.34276	4.40E-03	8.7740564	1.00E-04	22.902954	10.45626	0.01356	6.00E-03	0.6988	0.632	1.31	0.079	733	3.44	4964	4.47	0.89	13.714	1
9415108	2121.01	2.1896	307	20.4	67.56065	3.50E-03	4.5101418	4.70E-05	15.249795	5.74539	0.0158	1.60E-03	0.3071	0.818	1.3	0.051	909	1.14	5356	4.62	0.76	14.979	1
4262581	2122.01	6.186	364	19.3	94.46437	7.40E-03	37.6461716	7.70E-04	44.110077	16.26766	0.01731	1.60E-03	0.3674	0.799	1.54	0.21	482	1.07	5541	4.55	0.82	14.288	1
8591693	2123.01	3.6933	492	18.3	87.17178	5.80E-03	29.4556026	4.30E-04	37.694118	17.509951	0.02248	6.10E-03	0.8142	0.92	2.18	0.186	557	1.05	5774	4.54	0.89	14.385	1
11462341	2124.01	4.4993	365	18	91.25612	6.40E-03	42.3371124	7.10E-04	67.718796	33.558201	0.01733	3.00E-03	0.3842	0.53	1.02	0.197	300	0.97	4103	4.73	0.54	14.275	1
9405595	2125.01	4.8293	619	22.7	77.01508	5.60E-03	23.3598595	3.50E-04	37.783215	3.49749	0.02236	6.30E-04	0.002	0.033	2.29	0.162	638	0.98	6000	4.51	0.94	15.347	1
3546060	2126.01	2.6561	1112	12	67.52461	6.90E-03	9.6932268	1.50E-04	24.560099	11.82073	0.03098	9.10E-03	0.5363	0.839	1.89	0.075	561	1.25	4660	4.71	0.56	15.914	1
7019489	2128.01	4.4503	1227	20.6	65.47373	1.20E-02	24.2599602	6.20E-04	13.373509	5.01507	0.23827	1.00E-01	1.1963	0.677	19.93	0.156	517	1.21	5283	4.6	0.77	15.962	1
9351920	2129.01	3.5164	339	24.1	68.67275	4.40E-03	8.7963085	1.10E-04	17.203772	7.86343	0.01693	1.30E-03	0.4744	0.695	1.68	0.084	825	1.37	5677	4.53	0.91	15.159	1
2161536	2130.01	2.4452	970	17.2	71.28617	4.60E-03	16.8548107	2.20E-04	49.375088	24.481911	0.02837	1.40E-02	0.4226	0.803	1.66	0.106	398	1.01	4013	4.73	0.54	15.661	1
10549023	2131.01	4.9824	386	24.5	74.43429	4.60E-03	14.3627386	1.90E-04	13.99958	3.28721	0.01949	5.40E-04	0.798	0.23	2.53	0.124	885	1.12	6471	4.38	1.19	14.612	1
9661979	2132.01	5.0891	599	18.9	93.66915	6.80E-03	69.8940582	1.30E-03	84.919388	37.695019	0.02319	6.10E-03	0.626	0.569	1.78	0.296	360	0.99	5299	4.59	0.7	14.552	1
8219268	2133.01	11.2577	426	57.2	69.39661	4.80E-03	6.2465796	8.20E-05	4.346137	1.63908	0.01798	2.60E-04	0.0688	0.15	18.24	0.087	2149	1.71	4712	2.85	9.3	12.495	1
4254466	2134.01	4.2867	581	16	101.77893	6.10E-03	42.3001976	7.50E-04	75.701782	37.246792	0.02189	6.90E-03	0.1895	0.794	2.31	0.231	503	1.39	5575	4.43	0.97	14.766	1
9904006	2135.01	8.9863	495	36.3	113.75462	5.10E-03	55.1877136	8.20E-04	38.318481	2.11626	0.01822	3.60E-04	0.6083	0.148	2.27	0.29	531	1.35	6062	4.35	1.14	13.573	1
9364609	2137.01	2.4781	267	18.9	74.50065	4.40E-03	14.9744101	1.70E-04	26.082359	12.59062	0.01717	4.10E-03	0.846	0.751	1.79	0.113	677	0.92	5280	4.41	0.95	13.747	1
5022828	2138.01	7.7598	102	23.9	77.19531	6.00E-03	23.5553856	4.00E-04	13.461057	1.84045	0.00994	2.30E-04	0.8273	0.124	2.34	0.21	1324	1.23	9355	4.12	2.16	11.98	1
8233702	2140.01	5.8405	637	18.6	67.24255	7.50E-03	41.698101	7.60E-04	30.478205	14.357	0.02732	1.30E-03	0.8622	0.281	2.46	0.229	461	0.95	5502	4.57	0.83	15.265	1
11403339	2143.01	2.8963	154	21.1	67.95413	4.10E-03	4.7902784	5.60E-05	7.15215	1.96274	0.01294	6.80E-04	0.8431	0.329	1.11	0.053	913	1.14	5380	4.6	0.79	14.102	1
8260902	2144.01	5.4674	649	18.5	90.63138	7.00E-03	38.6695175	7.40E-04	35.379688	13.27136	0.02563	2.50E-03	0.7896	0.531	2.58	0.212	481	1.1	5222	4.43	0.92	14.94	1
8381204	2145.01	5.2739	234	17.4	68.58914	7.40E-03	8.3264923	1.70E-04	7.29161	0.74377	0.01553	5.60E-04	0.8193	0.168	1.67	0.08	896	1.67	5787	4.44	0.99	15.06	1
6774537	2146.01	2.0906	370	25.4	66.13736	2.70E-03	2.9490168	2.50E-05	7.358658	2.62761	0.01922	2.10E-03	0.7608	0.557	1.62	0.037	973	1.11	4825	4.55	0.77	15.333	1
10404582	2147.01	5.6432	384	18.6	67.35863	7.40E-03	37.866272	7.30E-04	20.27684	2.38182	0.02236	8.40E-04	0.9429	0.111	1.64	0.202	449	1.29	5573	4.67	0.67	14.5	1
6021193	2148.01	6.2702	169	22.1	75.10187	6.20E-03	11.9322329	2.00E-04	11.277912	1.4107	0.01254	3.60E-04	0.653	0.214	2.78	0.109	1049	0.99	5503	3.91	2.04	13.353	1
6021193	2148.02	4.8648	139	20.4	65.95636	6.10E-03	7.5423617	1.20E-04	8.30652	1.03902	0.0113	3.90E-04	0.732	0.213	2.51	0.081	1217	1.19	5503	3.91	2.04	13.353	1
6021193	2148.03	3.3889	61	10.4	67.69995	8.60E-03	3.6146088	9.40E-05	5.086922	0.6363	0.00773	5.20E-04	0.7983	0.252	1.72	0.049	1564	1.1	5503	3.91	2.04	13.353	1
10617017	2149.01	5.3559	100	24.8	77.16252	4.90E-03	13.151268	1.90E-04	12.838053	2.2827	0.0098	2.50E-04	0.7439	0.217	1.6	0.116	964	1.08	6089	4.17	1.5	12.071	1
3229150	2150.01	4.4958	657	22.8	64.58531	5.50E-03	18.5059471	2.60E-04	20.413931	9.25754	0.02578	1.90E-03	0.7947	0.474	2.51	0.136	640	1.2	5664	4.53	0.89	15.253	1
9641481	2152.01	7.3123	540	21.4	88.30425	7.60E-03	42.1930046	8.50E-04	31.448383	8.35642	0.0227	7.50E-04	0.733	0.27	2.01	0.231	453	1	5474	4.58	0.81	15.06	1
10253547	2153.01	6.7966	308	17.6	109.1516	7.90E-03	59.9802017	1.30E-03	45.346115	16.81127	0.01699	6.80E-04	0.7629	0.317	2.18	0.319	532	1.13	6286	4.38	1.17	13.66	1
10253547	2153.02	6.9127	125	12.1	68.93796	1.20E-02	25.7460995	8.70E-04	25.803331	9.56613	0.01023	5.60E-04	0.4458	0.414	1.31	0.182	704	1.22	6286	4.38	1.17	13.66	1
12505076	2154.01	6.6029	719	19.8	69.67865	8.70E-03	11.9295664	2.70E-04	8.536191	1.69423	0.02761	9.00E-04	0.8232	0.169	2.61	0.101	724	1.12	5605	4.54	0.87	15.844	1
12116380	2155.01	2.3145	332	21.8	65.80154	3.30E-03	4.3394599	4.20E-05	14.4901	5.97384	0.01623	1.10E-03	0.1047	0.726	1.51	0.051	971	1.14	5389	4.56	0.85	14.822	1
2556650	2156.01	0.8343	1383	28.7	65.04146	1.20E-03	2.8523746	1.40E-05	10.718619	4.72097	0.05799	2.50E-02	0.9759	0.82	3.36	0.033	682	1.29	3853	4.74	0.53	15.959	1
3327993	2157.01	3.9907	369	21.4	67.09915	4.40E-03	2.1155469	3.30E-05	3.949204	1.21841	0.01719	6.70E-04	0.3308	0.432	1.73	0.033	1320	1.37	5658	4.52	0.92	15.897	1
5211199	2158.01	2.6877	89	17.3	65.63144	4.70E-03	4.5621529	6.20E-05	8.893241	4.39139	0.00938	8.50E-04	0.7435	0.545	1.61	0.053	1260	1.08	5250	4.03	1.57	13.052	1
8804455	2159.01	3.37	122	18.9	64.95039	4.70E-03	7.5967684	9.60E-05	13.146008	5.53855	0.01104	7.20E-04	0.6645	0.551	1.01	0.074	837	1.12	5627	4.56	0.84	13.482	1
5546761	2160.01	6.2978	377	20.6	64.58229	6.80E-03	17.6708946	3.20E-04	18.899656	6.61705	0.01868	6.80E-04	0.5113	0.401	1.54	0.126	601	2.27	5564	4.62	0.76	14.874	1
9205938	2162.01	8.5236	332	17.3	106.76813	9.10E-03	108.5877304	3.00E-03	94.592163	37.568531	0.01647	1.40E-03	0.2977	0.841	1.41	0.428	350	1.01	5858	4.59	0.79	14.033	1
11358389	2163.01	2.9524	320	20	65.01177	4.40E-03	10.6648521	1.30E-04	24.874439	10.31188	0.0165	2.70E-03	0.4706	0.521	1.79	0.095	823	1.25	5759	4.44	1	14.651	1
7204981	2164.01	2.7419	286	13.9	65.08418	4.90E-03	5.1233377	7.20E-05	14.210779	4.70807	0.0151	9.80E-04	0.2029	0.642	1.18	0.054	858	1.17	5337	4.64	0.72	15.162	1
4370527	2166.01	3.7864	1453	11.4	112.0746	5.10E-03	61.6192894	9.40E-04	100.142082	49.756561	0.03661	1.40E-02	0.6525	0.934	3.44	0.303	402	0.77	5399	4.56	0.86	15.722	1
6041734	2167.01	4.5605	780	19.6	69.05753	1.10E-02	24.3396168	5.90E-04	16.037643	2.64818	0.03291	1.50E-03	0.9554	0.123	3.57	0.161	657	0.92	5994	4.42	0.99	15.28	1
11308499	2168.01	3.0505	184	17.8	65.42648	4.90E-03	3.2818944	5.00E-05	7.638868	3.28375	0.01245	5.70E-04	0.4098	0.483	1.29	0.044	1215	1.2	5926	4.5	0.95	14.842	1
11308499	2168.02	4.7559	284	18	68.02539	7.10E-03	12.5162544	2.30E-04	18.646421	8.01562	0.01548	7.10E-04	0.4149	0.493	1.6	0.107	779	1.1	5926	4.5	0.95	14.842	1
9006186	2169.01	2.2415	89	22.4	67.1486	3.20E-03	5.4529996	4.90E-05	11.208179	2.43593	0.00961	3.50E-04	0.8111	0.241	1.02	0.058	957	1.07	5299	4.4	0.97	12.404	1
9006186	2169.02	2.1255	55	17.4	69.08826	3.70E-03	3.2666056	3.80E-05	7.964818	1.73103	0.00738	3.00E-04	0.7482	0.261	0.78	0.041	1139	1.06	5299	4.4	0.97	12.404	1
9006186	2169.03	2.2432	49	14.1	66.21124	4.90E-03	4.2723541	6.20E-05	9.525539	2.07023	0.00697	3.50E-04	0.7674	0.267	0.74	0.049	1042	1.01	5299	4.4	0.97	12.404	1
9006186	2169.04	2.1692	27	10.2	65.22518	6.30E-03	2.192589	4.80E-05	6.105898	1.32702	0.00469	3.30E-04	0.6279	0.333	0.5	0.032	1289	2.03	5299	4.4	0.97	12.404	1
11410904	2171.01	3.0195	242	20.9	67.74568	4.10E-03	3.5322919	4.50E-05	8.911991	3.53865	0.01403	5.70E-04	0.1961	0.499	1.34	0.045	1112	1.42	5708	4.54	0.88	14.972	1
4173026	2172.01	3.2866	717	25.6	70.97114	3.30E-03	10.4408283	9.60E-05	24.010933	8.36231	0.02428	2.10E-03	0.2664	0.807	2.52	0.091	787	1.29	5516	4.45	0.95	15.104	1
11774991	2173.01	4.6532	249	23.4	74.10542	5.00E-03	37.8152618	5.10E-04	45.16573	19.162041	0.01544	2.10E-03	0.7085	0.659	1.24	0.201	394	1.16	4666	4.58	0.73	12.879	1
11774991	2173.02	5.2134	241	19.7	104.1865	6.60E-03	53.5781822	1.00E-03	56.975689	24.172541	0.01518	2.00E-03	0.71	0.656	1.22	0.253	351	1.34	4666	4.58	0.73	12.879	1
8261920	2174.01	2.0762	588	19.2	70.70982	4.10E-03	6.6931958	7.50E-05	23.494225	6.92583	0.02169	7.30E-03	0.3668	0.419	1.32	0.058	578	1.19	4221	4.72	0.56	15.673	1
8261920	2174.02	3.7974	731	15	102.50066	7.60E-03	33.1373253	7.20E-04	68.247025	20.118441	0.02373	8.00E-03	0.0059	0.757	1.44	0.169	338	1.82	4221	4.72	0.56	15.673	1
8261920	2174.03	2.1741	313	9.7	109.79956	8.30E-03	7.7250996	1.90E-04	25.850849	7.62053	0.01525	5.20E-03	0.3527	0.664	0.93	0.064	550	1.28	4221	4.72	0.56	15.673	1
9022166	2175.01	9.5717	258	26.7	75.18822	8.00E-03	26.846283	5.80E-04	21.739414	1.76063	0.01439	3.20E-04	0.0186	0.028	1.1	0.157	493	1.07	5293	4.6	0.7	12.848	1
10965588	2177.01	6.8967	860	19.4	72.13119	7.70E-03	62.8908386	1.40E-03	66.51268	26.9515	0.02652	4.60E-03	0.3772	0.538	1.9	0.282	348	1.19	5175	4.68	0.66	15.481	1
10670119	2179.01	2.4285	920	19.8	70.68777	7.40E-03	14.8717375	2.50E-04	45.924725	22.940651	0.02729	1.30E-02	0.3031	0.877	1.55	0.096	384	1.08	3737	4.74	0.52	15.673	1
10670119	2179.02	1.006	628	21.6	287.0943	2.10E-03	2.7327859	2.70E-05	14.843711	7.41484	0.02509	1.20E-02	0.7354	0.627	1.43	0.031	676	1.28	3737	4.74	0.52	15.673	1
7286911	2180.01	1.6141	479	19.4	71.19674	3.10E-03	11.5556002	9.60E-05	53.164696	26.260851	0.02004	7.60E-03	0.3093	0.795	1.75	0.095	697	1.04	5440	4.56	0.8	14.816	1
8591173	2181.01	2.9216	376	18.7	74.61572	5.20E-03	12.2885866	1.70E-04	25.843826	11.56452	0.01828	3.20E-03	0.625	0.86	3.46	0.103	895	1.18	4943	3.95	1.74	14.414	1
6962109	2182.01	3.1056	904	20.4	80.15119	8.30E-03	17.1327095	3.20E-04	41.078129	19.25469	0.02756	9.10E-03	0.3257	0.752	2.31	0.124	580	1.81	5276	4.6	0.77	15.842	1
5706595	2183.01	3.8962	407	15.7	72.64843	7.10E-03	19.0233917	3.70E-04	25.725739	3.78837	0.01957	8.70E-04	0.7512	0.252	1.79	0.137	612	1.5	5610	4.57	0.84	15.198	1
5706595	2183.02	3.5654	218	16.2	68.1005	6.10E-03	4.5794973	8.10E-05	9.955302	1.46602	0.01325	5.20E-04	0.0295	0.063	1.21	0.053	983	1.2	5610	4.57	0.84	15.198	1
8611781	2185.01	9.2724	379	17.8	125.31972	1.00E-02	76.9610748	2.80E-03	62.973858	28.82111	0.01749	1.30E-03	0.2213	0.743	1.91	0.338	426	1.15	5615	4.38	1	14.353	1
3097926	2186.01	3.6043	1054	22.5	76.44775	7.30E-04	14.9802008	1.70E-03	33.243622	14.25033	0.02896	1.40E-02	0.019	0.801	2.54	0.11	582	1.12	4880	4.53	0.81	15.549	1
10518424	2188.02	3.0978	157	7.3	68.56079	1.20E-02	6.7439113	2.20E-04	5.338398	2.41822	0.0149	1.50E-03	0.9646	0.158	1.54	0.068	966	1.12	5862	4.44	0.95	15.319	1
5730445	2189.01	2.5559	1739	28.7	70.57602	6.50E-03	33.3581657	4.60E-04	33.971233	12.66632	0.47048	2.30E-01	1.4305	0.925	39.3	0.186	432	1.01	4825	4.56	0.77	15.253	1
5601258	2191.01	2.079	374	11.7	73.15142	4.10E-03	8.8478127	1.00E-04	17.03528	1.6396	0.02295	1.10E-02	0.879	0.709	1.32	0.069	469	1.41	3845	4.74	0.53	14.911	1
8282651	2193.01	1.3893	543	27.8	66.2396	1.70E-03	2.3617153	1.50E-05	6.674169	2.96364	0.02613	8.70E-03	0.8911	0.716	1.62	0.029	844	1.23	4322	4.71	0.57	15.658	1
3548044	2194.01	3.9292	338	17.3	94.72639	6.90E-03	34.7643166	6.30E-04	65.35955	30.03429	0.0167	2.90E-03	0.3142	0.587	1.53	0.205	514	1.33	5755	4.56	0.84	13.865	1
11401767	2195.01	6.4475	325	20.7	69.58275	6.80E-03	20.0535107	3.50E-04	14.481089	1.94737	0.01814	5.20E-04	0.8164	0.161	2.12	0.151	740	1.21	6290	4.44	1.07	14.881	1
10909127	2200.01	1.6314	336	16	65.6769	3.50E-03	3.1705985	3.80E-05	15.095028	2.72155	0.01631	6.90E-04	0.029	0.063	1.56	0.039	1158	1.12	5534	4.45	0.88	15.353	1
2141783	2201.01	4.2569	618	15.8	77.12541	6.20E-03	116.526886	3.10E-03	209.600967	99.62632	0.02227	6.60E-03	0.2011	0.761	2.68	0.452	402	1.12	5827	4.31	1.1	13.806	1
4144576	2202.01	1.4592	175	33.9	64.81954	9.30E-04	0.8131804	5.90E-06	3.128219	0.84941	0.01305	4.10E-04	0.7243	0.287	1.06	0.016	1542	1.13	5123	4.62	0.74	14.113	1
8494542	2204.01	3.9926	194	15.9	69.65207	7.60E-03	10.8608437	2.20E-04	5.200793	2.56735	0.01738	2.50E-03	0.9873	0.105	2.98	0.1	1085	1.06	6209	4.1	1.57	13.957	1
9992325	2205.01	2.1567	1056	13.8	81.20232	5.00E-03	24.0863838	4.00E-04	68.221581	33.638489	0.03108	1.40E-02	0.651	0.989	2.42	0.147	467	0.7	4799	4.59	0.71	15.464	1
11073656	2206.01	1.774	224	16.5	65.8672	3.80E-03	1.8342246	2.30E-05	7.456381	3.4516	0.01362	1.00E-03	0.3785	0.702	1.35	0.028	1387	1.22	5521	4.48	0.91	15.198	1
10531955	2208.01	1.5288	57	17.7	65.86772	2.80E-03	2.3445468	2.30E-05	9.187298	3.51791	0.00738	7.90E-04	0.6359	0.546	0.75	0.034	1319	1.32	5692	4.49	0.94	12.589	1
8168187	2209.01	7.8278	185	17.5	75.89705	1.00E-02	18.3021564	4.90E-04	17.01572	4.17336	0.0123	4.50E-04	0.3444	0.344	1.03	0.125	600	1.09	5484	4.56	0.77	14.31	1
4142847	2210.01	1.5523	422	18.6	65.15574	2.90E-03	2.8888698	2.70E-05	13.35078	6.57887	0.01844	6.50E-03	0.397	0.699	1.26	0.034	901	1.3	4762	4.66	0.62	15.195	1
10203349	2212.01	3.9724	403	18.2	73.66681	1.10E-02	17.1462364	4.30E-04	30.883156	10.88478	0.01839	1.50E-03	0.4004	0.767	1.61	0.123	644	1.14	5710	4.56	0.8	14.941	1
7457296	2213.01	1.7951	292	13.8	67.63452	3.70E-03	3.9708052	4.40E-05	8.712952	4.02891	0.01849	4.40E-03	0.8801	0.658	1.49	0.044	908	1.6	5026	4.57	0.74	15.443	1
10328458	2214.01	1.7838	301	15	64.8072	3.90E-03	2.3522372	3.10E-05	8.455078	3.93696	0.01602	2.40E-03	0.5775	0.788	1.22	0.032	962	1.22	4658	4.63	0.7	15.848	1
7050060	2215.01	12.6386	78	12.3	67.29309	2.50E-02	22.0405521	1.40E-03	11.002043	4.35683	0.00824	5.10E-04	0.5812	0.289	0.83	0.152	615	1.16	5647	4.49	0.93	12.999	1
4248120	2216.01	2.2371	626	14.7	69.20926	5.20E-03	23.3403397	3.20E-04	77.984177	37.843361	0.02258	9.10E-03	0.2974	0.979	2.12	0.149	568	0.96	5361	4.47	0.86	15.23	1
9580992	2217.01	3.5878	715	17.4	88.38807	5.60E-03	37.8022308	5.70E-04	77.919952	36.8727	0.02417	1.10E-02	0.3345	0.844	2.12	0.213	443	1.19	5164	4.58	0.81	15.191	1
12058204	2218.01	2.8058	268	19.9	65.76257	4.30E-03	5.5353012	6.70E-05	12.223908	5.29956	0.0154	1.60E-03	0.613	0.741	1.35	0.058	909	1.09	5539	4.57	0.8	14.514	1
12058204	2218.02	2.7866	213	9.2	76.74811	9.20E-03	16.7261734	4.30E-04	25.549377	11.07669	0.01498	1.80E-03	0.8486	0.503	1.31	0.122	627	1.08	5539	4.57	0.8	14.514	1
5357545	2219.01	0.8916	254	12.7	66.95776	2.20E-03	3.7573073	2.80E-05	30.528194	14.74153	0.01432	5.30E-03	0.3606	0.833	1.09	0.043	862	1.35	4853	4.63	0.7	14.099	1
6871071	2220.01	3.387	155	15.1	64.89794	4.90E-03	3.2828183	5.00E-05	4.640575	0.75659	0.01245	4.70E-04	0.804	0.213	1.2	0.041	1174	1.2	5738	4.47	0.88	14.686	1
6871071	2220.02	3.412	178	14.4	67.09797	5.30E-03	5.0283303	7.70E-05	6.166278	1.00533	0.01403	5.40E-04	0.8572	0.187	1.35	0.054	1023	1.33	5738	4.47	0.88	14.686	1
6871071	2220.03	2.5015	130	14.5	65.68022	3.60E-03	1.8978093	2.50E-05	3.220393	0.52504	0.01182	5.00E-04	0.8602	0.199	1.14	0.028	1421	1.5	5738	4.47	0.88	14.686	1
6287313	2221.01	4.5107	344	16.8	70.78876	7.00E-03	10.6287899	2.00E-04	9.440762	1.858	0.01945	7.90E-04	0.8757	0.176	2.17	0.095	842	1.3	5808	4.42	1.02	15.401	1
9289704	2222.01	9.3297	587	5.5	90.81329	3.60E-02	34.132267	3.40E-03	18.14588	5.20698	0.02494	2.80E-03	0.7937	0.3	4.4	0.243	870	1.1	7644	4.24	1.62	12.963	1
9278725	2223.01	1.101	433	33.2	65.32229	8.60E-04	1.1044546	6.70E-06	6.564006	1.43564	0.01937	4.30E-03	0.5612	0.708	1.47	0.019	1295	1.17	4851	4.61	0.7	15.277	1
8892157	2224.01	2.9849	184	16.9	65.89168	5.30E-03	3.7309268	5.90E-05	4.412302	0.54237	0.01453	6.40E-04	0.9086	0.151	1.36	0.046	1067	1.27	5591	4.54	0.86	14.966	1
8892157	2224.02	8.9361	386	12.7	133.953	1.50E-02	86.1241302	4.10E-03	35.771515	4.39713	0.02131	1.10E-03	0.8984	0.151	2	0.373	375	2.4	5591	4.54	0.86	14.966	1
11569782	2225.01	2.2133	203	23.5	66.90283	2.90E-03	2.7878754	2.60E-05	4.727187	1.5833	0.01587	1.20E-03	0.8945	0.311	3.3	0.038	1455	1.14	4655	3.86	1.91	14.435	1
11520459	2226.01	1.4521	691	19.4	67.35234	5.50E-03	8.463542	1.10E-04	34.762177	16.589029	0.02561	1.10E-02	0.6654	0.932	2.39	0.077	769	1.12	5224	4.51	0.86	15.338	1
10600955	2227.01	4.5971	552	13.4	106.30793	7.00E-03	65.6462097	1.30E-03	109.47097	54.31356	0.0208	4.10E-03	0.1873	0.636	2.03	0.296	427	1.08	5555	4.43	0.9	14.872	1
10801100	2228.01	13.9961	256	24.7	156.25018	1.10E-02	102.6564865	3.40E-03	55.824451	7.35769	0.01429	3.40E-04	0.1906	0.252	1.99	0.471	481	1.34	6622	4.35	1.28	12.678	1
4473226	2229.01	3.6702	885	13.7	68.45618	9.20E-03	14.8321629	1.00E-03	31.516886	10.009	0.02812	7.60E-03	0.1236	0.463	2.78	0.115	689	0.93	5571	4.49	0.91	15.707	1
2854181	2232.01	4.1873	1468	18.1	143.18025	6.10E-03	101.1337509	2.00E-03	174.397949	85.47979	0.03508	1.40E-02	0.4219	0.814	3.65	0.416	371	0.98	5546	4.45	0.95	15.331	1
8963721	2233.01	4.5456	198	31.1	65.94097	2.70E-03	1.8114344	1.70E-05	1.851808	0.78023	0.0148	3.60E-04	0.8667	0.109	1.61	0.028	1442	1.38	5474	4.38	1	14.674	1
10723367	2236.01	3.14	671	16.6	68.50114	5.70E-03	19.9879532	3.10E-04	42.296009	19.919041	0.02383	9.10E-03	0.5403	0.748	2.03	0.139	587	1.09	5615	4.6	0.78	15.699	1
10723367	2236.02	2.4233	397	11.4	75.09848	7.40E-03	12.1266527	2.40E-04	30.311991	14.27524	0.0188	7.20E-03	0.6401	0.684	1.6	0.099	696	1.17	5615	4.6	0.78	15.699	1
5005121	2237.01	7.9885	613	14.9	97.47332	1.00E-02	76.4241104	2.10E-03	34.511177	5.80414	0.02707	1.00E-03	0.9122	0.141	2.68	0.354	412	1.04	5828	4.53	0.91	15.165	1
8229458	2238.01	1.2565	287	26.6	65.05845	1.50E-03	1.6468194	1.20E-05	4.840115	2.29499	0.01865	5.20E-03	0.9016	0.655	1.06	0.022	844	1.17	3922	4.74	0.52	14.634	1
5125347	2241.01	2.3331	498	17	65.96936	4.40E-03	7.1651869	8.60E-05	8.838242	3.59971	0.02589	2.30E-03	0.9551	0.234	2.93	0.076	966	1.11	5926	4.46	1.04	15.302	1
9336200	2242.01	1.8073	360	20.3	66.15343	2.60E-03	1.7558455	1.80E-05	7.323457	3.25309	0.01719	1.20E-03	0.261	0.727	1.54	0.028	1284	1.14	5383	4.58	0.82	15.758	1
4770617	2243.01	3.9163	252	19.7	65.33289	5.10E-03	5.1854577	7.50E-05	9.05948	2.54703	0.01479	7.00E-04	0.4822	0.53	1.52	0.059	1046	1.35	5935	4.51	0.94	14.806	1
4454934	2245.01	4.5565	422	16.8	73.14769	6.40E-03	33.4702454	5.70E-04	32.658234	14.2807	0.02115	3.40E-03	0.8392	0.663	2.57	0.199	593	1.04	5675	4.31	1.11	14.74	1
9458343	2246.01	3.5681	213	19.5	65.88408	5.70E-03	11.8953362	1.80E-04	16.277878	6.13235	0.01422	1.20E-03	0.7882	0.534	1.4	0.101	768	1.24	5812	4.51	0.91	14.152	1
7802719	2247.01	2.4731	200	18.5	65.16943	4.30E-03	4.457356	5.60E-05	11.039829	3.8138	0.01339	1.40E-03	0.6223	0.656	0.8	0.044	681	1.1	4362	4.72	0.55	14.374	1
11030475	2248.01	1.8963	327	18.9	65.25365	3.10E-03	2.8181255	2.80E-05	8.230679	4.09638	0.01773	1.00E-03	0.718	0.415	1.39	0.036	1011	1.19	5128	4.62	0.72	15.498	1
11030475	2248.02	1.9395	372	11.3	64.49715	6.60E-03	9.4909554	1.70E-04	18.492777	9.20378	0.01903	1.60E-03	0.8913	0.289	1.49	0.081	674	1.36	5128	4.62	0.72	15.498	1
11030475	2248.03	1.4051	194	18.8	65.7843	1.70E-03	0.7619477	1.10E-05	3.441483	1.71281	0.01277	6.80E-04	0.6083	0.436	1	0.015	1566	1.53	5128	4.62	0.72	15.498	1
11030475	2248.04	1.9024	183	10.8	65.66514	5.50E-03	2.6462348	4.90E-05	7.892496	3.92806	0.01266	1.10E-03	0.6926	0.446	0.99	0.034	1040	1.53	5128	4.62	0.72	15.498	1
5942808	2250.01	1.4844	917	31.5	69.18313	2.30E-03	2.9353621	1.80E-05	9.022004	4.10339	0.03241	1.20E-02	0.8443	0.855	2.68	0.037	949	0.98	4749	4.57	0.76	15.622	1
6206214	2252.01	4.5741	130	16.4	76.13956	7.20E-03	13.5399599	2.70E-04	16.228138	5.03452	0.01102	5.80E-04	0.7131	0.441	1.54	0.116	899	1.54	6137	4.28	1.28	13.628	1
8959839	2253.01	3.6957	300	14.3	66.7199	6.20E-03	22.7080116	3.70E-04	22.88369	10.13964	0.01839	1.80E-03	0.8943	0.424	1.88	0.159	636	1.02	5937	4.51	0.94	14.574	1
7672097	2255.01	3.0007	477	17.4	69.53452	5.30E-03	7.9708314	1.20E-04	15.987354	7.47524	0.02061	3.80E-03	0.65	0.951	1.71	0.075	781	1.39	5551	4.61	0.76	15.833	1
9112931	2256.01	2.7223	1073	16.4	70.17006	1.00E-02	10.7124271	2.40E-04	24.181046	11.22617	0.03141	8.40E-03	0.6461	0.716	1.88	0.079	492	1.11	4226	4.72	0.55	15.813	1
9071593	2257.01	5.9669	664	20	96.46905	7.50E-03	32.562809	6.80E-04	20.618879	4.10031	0.0282	1.00E-03	0.9017	0.161	2.35	0.191	473	1.16	5356	4.61	0.77	15.48	1
